default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.themes-niveau-2;custom.themes-niveau-3;custom.version;custom.date-de-creation;custom.frequence-de-mise-a-jour;custom.periode-de-temps;custom.code-source;custom.pieces-jointes;datasetid
Covid-19 : résultats par âge issus des appariements entre SI-VIC, SI-DEP et VAC-SI;"<p><span style=""color: rgb(63, 116, 131); font-family: Montserrat, sans-serif; font-size: 16px;"">
</span></p><h3 class=""""><b style=""mso-bidi-font-weight:normal"">Attention : ces
données ne seront plus mises à jour après le 23 juin 2023</b></h3><p></p><p><span style=""color: rgb(63, 116, 131); font-family: Montserrat, sans-serif; font-size: 16px;"">Dans le cadre de sa mission d’appui à la gestion de la crise sanitaire, la Direction de la Recherche, des Études, de l’Évaluation et des Statistiques (DREES) exploite les données pseudonymisées issues des 3 principales bases de données sur la crise Covid-19 : SI-VIC (hospitalisation), SI-DEP (dépistage) et VAC-SI (vaccination).

</span></p><p><span style=""color: rgb(63, 116, 131); font-family: Montserrat, sans-serif; font-size: 16px;"">Ces exploitations conduisent à de nombreuses analyses, publiées ou à usage des acteurs de la gestion de crise, à propos des trois thématiques: dépistage, hospitalisation et vaccination. La DREES réalise également des croisements entre ces bases, dans le but d’éclairer des problématiques qui relèvent de plusieurs de ces thématiques de façon conjointe. Ainsi, un suivi régulier selon le statut vaccinal des nombres de cas positifs aux tests Covid-19 et des entrées hospitalières est réalisé. </span></p><p><span style=""color: rgb(63, 116, 131); font-family: Montserrat, sans-serif; font-size: 16px;"">De même, des analyses comparatives des fréquences de cas graves de Covid-19 selon le variant ou les mutations identifiées du virus affectant les patients peuvent être menées. Ces données concernent tous les âges et la France entière.

Les pourcentages du variant Omicron parmi les tests positifs sont estimés via un proxy sur les tests criblés. Ces pourcentages ne sont pas significatifs avant l’apparition du variant Omicron.

</span></p><p><span style=""color: rgb(63, 116, 131); font-family: Montserrat, sans-serif; font-size: 16px;"">NB : des changements intervenus dans la gestion de l’épidémie de Covid en début d’année ont eu un impact sur la qualité des données. Depuis le 1er février 2023, pour recevoir un certificat de résultat de test de dépistage, le patient doit avoir préalablement consenti au partage de ses données personnelles à cette fin. La constitution du pseudonyme (chaîne de caractères non signifiante identifiant de façon unique chaque personne) s’est effectuée à partir du 1er février en amont de SI-DEP pour les personnes ne donnant pas leur consentement pour le partage de leurs données personnelles, afin que celles-ci ne soient pas intégrées dans le système d’information, tout en assurant la surveillance épidémiologique. La DREES a constaté des anomalies sur les pseudonymes reçus pour les tests validés depuis le 1er février. Ces anomalies ont dégradé la qualité de l'appariement de SI-DEP avec les autres sources de données SI-VIC et VAC-SI.
 
Des investigations ont permis d’identifier plusieurs causes aux anomalies concernant le pseudonyme dans ce flux et des actions correctrices ont été mises en œuvre en amont de l’envoi des données pseudonymisées à la DREES. </span></p><p><span style=""color: rgb(63, 116, 131); font-family: Montserrat, sans-serif; font-size: 16px;"">Ces corrections ont été pleinement opérationnelles à partir des données collectées le 17 février, sans possibilité de corriger les jours précédents. <b>Pour cette raison, les données concernant les tests sur la période du 1er au 16 février ne sont pas diffusées dans les jeux de données publiés par la DREES (les colonnes liées à SI-DEP, sur la période du 1er au 16 février sont donc non renseignées).</b></span><br/></p>";Santé et Système de soins;Crise covid-19,Tests Covid-19,Hôpital,Vaccination Covid-19;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2023-06-23T08:03:08+00:00;False;True;2023-06-23T08:03:08+00:00;2023-06-23T08:25:32.024000+00:00;world_fr;True;France;;;DREES/OSAM;;44741;SI-VIC ,SI-DEP ,VAC-SI;;;;;;False;sgsocialgouv;;Santé des populations;;;2021-09-03;Hebdomadaire;;;;covid-19-resultats-par-age-issus-des-appariements-entre-si-vic-si-dep-et-vac-si
Les dépenses d'aide sociale départementale;"<p><font face=""Times New Roman"" size=""3""><font face=""Calibri"" size=""3"">Les données nationales et départementales mises à disposition ici, par année et en
série longue, portent sur les dépenses d'aide sociale des départements (aide
sociale aux personnes âgées ou handicapées, aide sociale à l'enfance, RSA).</font></font></p><p><font face=""Times New Roman"" size=""3"">

</font></p><p style=""margin: 0cm 0cm 8pt;""><font face=""Calibri"" size=""3"">Ces données sont issues de l’<a href=""https://drees.solidarites-sante.gouv.fr/sources-outils-et-enquetes/lenquete-aide-sociale-aupres-des-conseils-departementaux"" target=""_blank"">enquête Aide sociale</a> auprès des
conseils départementaux, réalisée chaque année par la DREES, qui recueille des
données sur les bénéficiaires des aides sociales, les dépenses et les
personnels de l’action sociale et médico-sociale.</font></p><p style=""margin: 0cm 0cm 8pt;""><font face=""Calibri"" size=""3"">Par ailleurs, les bases complètes des données brutes, c’est à dire telles que déclarées par les collectivités, depuis l’année 2015 sont diffusées dans le jeu de données : </font></p><p style=""margin: 0cm 0cm 8pt;""><font face=""Calibri"" size=""3"">- <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/bases-de-donnees-brutes-de-l-enquete-aide-sociale-volet-depenses/information/"" target=""_blank"">Bases de données brutes de l’enquête Aide sociale – Volet dépenses</a></font></p><p class="""" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><font face=""Calibri"" size=""3"">Des données complémentaires sur les bénéficiaires de l'aide sociale</font><font size=""3""><font face=""Calibri""> sont disponibles dans d'autres jeux de données :</font></font></p><p class="""" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><font size=""3""><font face=""Calibri""><br></font></font></p><p class="""" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><font size=""3""><font face=""Calibri"">- <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-beneficiaires-de-l-aide-sociale-a-l-enfance/information/"" target=""_blank"">Les bénéficiaires de l'aide sociale à l'enfance</a></font></font></p><p class="""" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><font size=""3""><font face=""Calibri"">- <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-beneficiaires-de-l-aide-sociale-departementale-aux-personnes-agees-ou-handic/information/"" target=""_blank"">Les bénéficiaires de l'aide sociale départementale aux personnes âgées ou handicapées</a></font></font></p><p class="""" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><font size=""3""><font face=""Calibri"">- <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/les-caracteristiques-des-beneficiaires-de-l-aide-sociale-departementale-aux-pers/information/"" target=""_blank"">Les caractéristiques des bénéficiaires de l'aide sociale départementales aux personnes âgées ou handicapées</a>.<br></font></font></p><p class="""" style=""margin-bottom:0cm;margin-bottom:.0001pt;line-height:
normal""><span class=""MsoHyperlink""><span style='font-size:10.0pt;line-height:107%;
font-family:""Calibri"",sans-serif;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:
Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-theme-font:minor-latin;
mso-bidi-theme-font:minor-latin;mso-ansi-language:FR;mso-fareast-language:EN-US;
mso-bidi-language:AR-SA'><br></span></span></p><p style=""margin: 0cm 0cm 8pt;""><font face=""Calibri"" size=""3""></font></p>";Système de protection sociale,Grand âge et autonomie,Enfance, jeunesse, famille,Handicap et Invalidité,Minima sociaux et Pauvreté;Aide et action sociales,Aide sociale départementale,Dépenses d'aides sociales,Aide sociale à l'enfance,Aide sociale aux personnes âgées,Aide sociale aux personnes handicapées,Insertion,Dépenses APA,Dépenses ACTP,Dépenses RSA,Dépenses PCH,Dépenses,Dépenses brutes,Dépenses nettes,Indice des prix à la consomation,Aide sociale à l'hébergement,ASH,PSD,ASE;;;;;;2024-12-27T12:41:01.571000+00:00;True;False;;2024-12-27T12:41:07.501000+00:00;;False;;;;DREES/OSOL/BCL;https://drees.solidarites-sante.gouv.fr/sources-outils-et-enquetes/lenquete-aide-sociale-aupres-des-conseils-departementaux;0;;;;;;;False;sgsocialgouv;;Aide et action sociales des collectivités locales,Dépenses de protection sociale et financements,Protection de l'enfance et de l'adolescence,Prestations de soutien à l'autonomie et à l'hébergement,Prestations pour personnes handicapées ou invalides;Aide sociale des départements,Aide sociale à l'hébergement (ASH),Allocation personnalisée d'autonomie (APA),Prestation de compensation du handicap (PCH) et allocation compensatrice pour tierce personne (ACTP),Revenu de solidarité active (RSA),Aides à l'accueil des personnes handicapées;;2014-09-02;annuelle;1999-2023;;;376_les-depenses-d-aide-sociale-departementale
Caractéristiques des retraités - Minima de pension;<p>Ce jeu de données présente les caractéristiques des retraités selon qu'ils bénéficient d'un minimum de pension ou d'une allocation du minimum vieillesse.</p><p>Les minima de pension de retraite sont le minimum contributif (au régime général et dans les régimes alignés), le minimum garanti (dans les régimes de la fonction publique) ou la pension minimale de référence pour les exploitants agricoles.<br/></p><p>Ce jeu de données porte sur les retraités et leurs pensions fin 2016.<br/>Source : DREES, Echantillon interrégimes de retraités, 2016<br/></p><p></p>;Retraite;EIR2016,minimum vieillesse,minimum de pension,Caractéristiques des retraités;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2022-07-11T14:13:40+00:00;False;True;2022-07-11T14:13:40+00:00;2022-07-11T14:13:40.655000+00:00;world_fr;True;France;;;DREES/OSOL/BRET;;1182;;;;;;;False;sgsocialgouv;;Age et conditions de départ à la retraite,Effectifs et montants des pensions;;;;;2016;;;rec09
Etudes et résultats;;Système de protection sociale,Retraite,Santé et Système de soins,Grand âge et autonomie,Minima sociaux et Pauvreté,Handicap et Invalidité,Enfance, jeunesse, famille;;;;fr;fr;;2022-10-07T07:59:34.204000+00:00;True;False;2024-02-23T05:01:19+00:00;2025-10-10T04:00:31.436000+00:00;;False;;;;;;53;;;;;;;False;sgsocialgouv;;;;;;;;;;etudes-et-resultats
Bases administratives SAE;"<p><span style='line-height: 107%; font-family: ""Calibri"",sans-serif; font-size: 11pt; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: ""Times New Roman""; mso-bidi-theme-font: minor-bidi; mso-ansi-language: FR; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;'>La
Statistique annuelle des établissements de santé (SAE) est une enquête
administrative exhaustive obligatoire, principale source de données sur tous les
établissements de santé de France. Les bases « administratives » sont un jeu de fichiers qui restituent
les déclarations des établissements telles qu’ils les ont validées avec l’équipe
de la DREES, sans redressements supplémentaires. Chaque fichier correspond aux réponses à un des bordereaux thématiques de la SAE.</span></p><p><br></p>";Santé et Système de soins;Etablissement de santé,activité hopitalière,Hôpital,Capacité d'accueil,Equipement de santé,Personnel hospitalier,Offre de soins,Urgences,maternité,Santé mentale,Samu,SMUR,Hospitalisation à domicile,Hospitalisation partielle;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2025-07-18T13:45:32+00:00;False;True;2025-07-18T13:45:32+00:00;2025-07-18T13:45:32.938000+00:00;world_fr;True;France;;;DREES/OSAM/BES;;51;;;;;;;False;sgsocialgouv;;Etablissements de santé;Capacité d'accueil à l'hôpital et équipements;;2015-01-07;Annuelle;2004-2024;;;707_bases-administratives-sae
L'aide alimentaire en France depuis 2019;<p>Les données trimestrielles sur l'aide alimentaire en France sont issues du dispositif de suivi de l'aide alimentaire mis en place par l'Insee et la DREES auprès de six association nationales (Association Nationale de Développement des Epiceries Solidaires ou ANDES, Croix-Rouge française, Fédération Française des Banques Alimentaires, Restaurants du Cœur, Secours Catholique et Secours Populaire français).</p><p>Ces données portent sur les volumes distribués, les aides accordées, le nombre de personnes et de foyers bénéficiaires.<br/></p>;Minima sociaux et Pauvreté;Pauvreté,Aide alimentaire;;;fr;fr;;2021-07-23T09:48:14+00:00;False;False;;2021-09-16T14:59:37.761000+00:00;;False;;;;DREES/OSOL;;0;;;;;;;False;sgsocialgouv;;;;;;;;;;laide-alimentaire-en-france-depuis-2019
ER IVG - Graf1 - sept 2024;;;Datavisualisations;;;fr;fr;;2024-09-06T15:21:36+00:00;False;False;2024-09-24T11:18:15+00:00;2024-09-25T07:56:31.535000+00:00;;False;;;;;;34;;;;;;;False;sgsocialgouv;;;;;;;;;;er-ivg-graf1-sept-2024
[Pour visualisation] Formes géographiques des régions en SVG;<p>/!\ Ce jeu de données sert aux visualisations du site internet https://data.drees.solidarites-sante.gouv.fr/. /!\<br/></p>;;privé,Datavisualisations;;;;;;2021-11-10T14:58:55+00:00;False;False;2021-11-10T15:00:01+00:00;2021-11-22T10:36:14.650000+00:00;;False;;;;;;18;;;;;;;False;sgsocialgouv;;;;;;;;;;formes-geographiques-des-regions-en-svg
ER IVG - graphique 2 - ICA;;;;;;fr;fr;;2024-09-10T08:00:25+00:00;False;False;2024-09-24T11:21:14+00:00;2024-09-25T07:58:32.359000+00:00;;False;;;;;;34;;;;;;;False;sgsocialgouv;;;;;;;;;;er-ivg-graphique-2-ica0
Patients hospitalisés pour gestes auto-infligés;"<p>Ces données donnent, pour chaque année depuis 2012 en France, le nombre d'hospitalisations liées à une lésion auto-infligée et le n<span style=""font-family: inherit; font-size: 0.875rem;"">ombre de patients uniques ayant fait l'objet d'au moins une hospitalisation en lien avec une lésion auto-infligée.</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Le fichier .xlsx donne par âge quinquennal, à partir de 10 ans, le nombre de séjours et le nombre de patients par sexe et par type d'hospitalisation (MCO ou psychiatrie). Il représente sous forme graphique l'évolution depuis 2012 du nombre de patients par âge quinquennal.</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Le fichier .csv donne sous format long le nombre de patients et de séjours par année, type d'hospitalisation, sexe (1 - hommes et 2 - femmes) et âge détaillé.</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Enfin le fichier .txt donne le programme SAS ayant permis de requêter et traiter les données du système national des données de santé (SNDS).</span></p><div><br></div>";Santé et Système de soins;Santé mentale,Séjours hospitaliers,Tentatives de suicide,Lésions auto-infligées,Psychiatrie;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;Europe/Paris;2025-06-18T13:00:00+00:00;False;False;;2025-06-18T13:40:41.541000+00:00;;False;;;;DREES/OSAM/BESP;;0;;;;;;;False;sgsocialgouv;ANNUAL;Santé des populations;Santé mentale et suicide;;2024-02-05;annuelle;2012:2024;;;patients_hospitalises_pour_gestes_auto_infliges_depuis_2012
IVG;"<h2 class="""">Nombre d'interruptions volontaires de grossesse (IVG), décliné selon différents critères. </h2><blockquote class="""">Les statistiques sont présentes dans un fichier Excel, réparties dans différentes feuilles du tableur, ainsi que dans des fichiers .csv au format long permettant une réutilisation par des logiciels de traitements de données (un fichier .csv par feuille du tableur).</blockquote><ul><li><b>feuille 1</b> : <span style=""font-size: 0.875rem;"">Nombre d'IVG de 2016 à 2024</span></li><li><b>feuille 2</b> : <span style=""font-family: inherit; font-size: 0.875rem;"">Nombre d'IVG instrumentales et part d'anesthésie générale selon le lieu de l'IVG de 2016 à 2024</span></li><li><b>feuille 3</b> : <span style=""font-family: inherit; font-size: 0.875rem;"">Part et nombre des IVG tardives par département et région de résidence de 2016 à 2024</span></li><li><b>feuille 4</b> : Part d'IVG réalisées par des femmes mineures de 2016 à 2024</li><li><b>feuille 5</b> : Part des IVG réalisées hors du département ou de la région de résidence de 2016 à 2024</li><li><b>feuille 6</b> : Ratio IVG/naissances de 2016 à 2024</li><li><b>feuille 7</b> : Nombre de praticiens selon leur profession ou spécialisation de 2016 à 2024</li><li><b>feuille 8</b> : Nombre d'IVG par classe d'âge selon le département de résidence de 2016 à 2024</li><li><b>feuille 9</b> : Nombre d'IVG par type de professionnel de santé de 2016 à 2024</li></ul><p><span style=""font-size: 0.875rem;""><br></span></p><p><span style=""font-size: 0.875rem;""><i>source : Système national des données de santé (SNDS) ; traitements Drees.</i></span></p>
";Santé et Système de soins;IVG,Grossesse,Maternité;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-25T07:33:33.503000+00:00;True;False;;2025-09-25T07:33:36.664000+00:00;;False;;;;DREES/OSAM/BESP;;0;;;;;;;False;sgsocialgouv;;Santé des populations;;;2019-09-26;;;;;3647_ivg
Les comptes de la protection sociale;"<p class=""MsoNormal"" style=""margin-bottom: 12pt; line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style='font-size:11.5pt;font-family:""Open Sans"";mso-fareast-font-family:
""Times New Roman"";color:#333333;mso-fareast-language:FR'>Les Comptes de la
protection sociale fournissent, chaque année, une estimation des dépenses
et des recettes de protection sociale et de leur évolution, sur un champ
couvrant l’ensemble des régimes et des risques de la protection
sociale : régimes des administrations de sécurité sociale ;
régimes d’intervention sociale des pouvoirs publics (État et collectivités
territoriales) ; régimes des organismes privés d’assurance ; régimes
des sociétés non financières (régimes directs d’employeurs et régimes de
prestations extralégales) et régimes d’intervention sociale des institutions
sans but lucratif au service des ménages.<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin-bottom: 12pt; line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style='font-size:11.5pt;font-family:""Open Sans"";mso-fareast-font-family:
""Times New Roman"";color:#333333;mso-fareast-language:FR'>Ces comptes sont
utilisés pour l’élaboration des comptes de la protection sociale dans le
système européen de statistiques intégrées de la protection sociale, supervisé
par Eurostat. Ils permettent ainsi d’établir des comparaisons internationales.<o:p></o:p></span></p><p class=""MsoNormal"" style=""margin-bottom: 12pt; line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style='font-size:11.5pt;font-family:""Open Sans"";mso-fareast-font-family:
""Times New Roman"";color:#333333;mso-fareast-language:FR'>Cette page contient
deux fichiers de données depuis l'année 2020 :<o:p></o:p></span></p><ul type=""disc"">
 <li class=""MsoNormal"" style=""color: rgb(51, 51, 51); line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style='font-size:11.5pt;font-family:""Open Sans"";
     mso-fareast-font-family:""Times New Roman"";mso-fareast-language:FR'>Le
     fichier Excel en pièce jointe indique les montants des prestations
     sociales, des opérations et des ressources de la protection sociale.<o:p></o:p></span></li>
 <li class=""MsoNormal"" style=""color: rgb(51, 51, 51); line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style='font-size:11.5pt;font-family:""Open Sans"";
     mso-fareast-font-family:""Times New Roman"";mso-fareast-language:FR'>Le jeu
     de données ouvertes indique les montants des prestations sociales
     ventilées par régime de protection sociale. Ce niveau de diffusion
     fin permet d’analyser le versement des prestations sociales par les
     financeurs.<o:p></o:p></span></li>
</ul><p class=""MsoNormal"" style=""margin-bottom: 12pt; line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style='font-size:11.5pt;font-family:""Open Sans"";mso-fareast-font-family:
""Times New Roman"";color:#333333;mso-fareast-language:FR'>Ces données ont
vocation à être enrichies chaque année.</span></p><p style=""margin:0cm;margin-bottom:.0001pt;text-align:justify;line-height:15.0pt;
mso-line-height-rule:exactly""><span style='font-size:11.0pt;font-family:""Arial"",sans-serif'><strong><span style=""color: rgb(57, 57, 57);""><o:p></o:p></span></strong></span></p>";Système de protection sociale;Protection sociale,Prestation sociale,Dépenses de protection sociale,Financements de protection sociale;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2025-05-19T11:46:00.717000+00:00;True;True;2024-12-23T14:00:38+00:00;2025-05-19T11:46:08.004000+00:00;world_fr;True;France;;;DREES/SEEE/BACS;;6955;;;;;;;False;sgsocialgouv;;Dépenses de protection sociale et financements;;Données provisoires pour la dernière année, données semi-définitives pour l'avant-dernière année et données définitives pour les années antérieures;2024-12-23;Annuelle (automne);2020-2023;;;305_les-comptes-de-la-protection-sociale
Datastory OC - 2.2 Part des bénéficiaires d'un contrat individuel dont la tarification dépend de l'âge;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:23:45.334000+00:00;True;True;2025-08-20T14:32:40+00:00;2025-09-23T12:23:46.871000+00:00;;False;;;;;;4;;;;;;;False;sgsocialgouv;;;;;;;;;;tarification-a-l-age-dans-les-contrats-individuels
Enquête Autonomie 2022 en logement ordinaire - Données détaillées;"<p><span style=""color: rgb(51, 51, 51); font-family: Calibri; font-size: medium;"">Les données mises à disposition ici portent sur les résultats de l'enquête Autonomie 2022 en logement ordinaire.</span></p>";Handicap et Invalidité,Grand âge et autonomie;Handicap,Personne handicapée,Perte d'autonomie,Incapacités;;;fr;fr;;2024-11-14T05:00:00+00:00;False;False;;2025-02-17T15:46:22.333000+00:00;;False;;;;DREES/OSOL/BHD;https://drees.solidarites-sante.gouv.fr/sources-outils-et-enquetes/le-dispositif-denquetes-autonomie-2021-2025;0;DREES, Enquête Autonomie 2022 en logement ordinaire;;;;;;False;sgsocialgouv;;Profils, santé et conditions de vie des personnes handicapées,Profils, santé et conditions de vie des personnes âgées;;;2024-11-14;;;;;enquete-autonomie-2022-en-logement-ordinaire-donnees-detaillees
Datastory OC - 2.1 Part des bénéficiaires de contrats dont la tarification dépend des revenus;"<ul><li>Ce jeu de données sert à construire les graphique de la data story ""Enquête OC"" accessible en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/pages/enquete-oc/"" target=""_blank"">Datastory OC</a></li><li>Il est extrait du jeu de données complet de l'""enquête OC"" accessible sur la plateforme data.drees en suivant ce lien : <a href=""https://data.drees.solidarites-sante.gouv.fr/explore/dataset/enquete-oc-depuis-2019/information/"">Enquête auprès des organismes offrant des couvertures complémentaires santé (Enquête OC) depuis 2019 — DATA.DREES</a></li></ul>";;Datavisualisations;;;fr;fr;;2025-09-23T12:23:24.462000+00:00;True;True;2025-08-20T14:15:34+00:00;2025-09-23T12:23:26.046000+00:00;;False;;;;;;12;;;;;;;False;sgsocialgouv;;;;;;;;;;tarification-aux-revenus
ER Causes de décès - tableau_pour_carte_regionales_tumeurs;"<p>Ce jeu de données sert à la construction de la carte</p><p><a href=""https://data.drees.solidarites-sante.gouv.fr/pages/er-cause-de-deces/"">ER Cause de décès — DATA.DREES</a></p>";Santé et Système de soins;Datavisualisations;;;fr;fr;;2025-07-04T06:34:14+00:00;False;False;2025-07-04T06:42:51+00:00;2025-07-08T14:29:53.652000+00:00;;False;;MultiPolygon,Polygon;"{""coordinates"": [[[55.836460618302226, 51.08915212098509], [-61.80584728717804, 51.08915212098509], [-61.80584728717804, -21.38899859972298], [55.836460618302226, -21.38899859972298], [55.836460618302226, 51.08915212098509]]], ""type"": ""Polygon""}";;;18;INSEE IGN NaturalEarth;;;;;;False;sgsocialgouv;;;;;;;;;;er-causes-de-deces-tableau_pour_carte_regionales_tumeurs
Graph ER 1297;"<p class=""MsoNormal"">Données du graphique de l'ER 1297<span style=""font-family: inherit; font-size: 0.875rem;"">:</span></p><p class=""MsoNormal""><o:p></o:p></p><p>





</p><p class=""MsoNormal""><a href=""https://drees.solidarites-sante.gouv.fr/publications-communique-de-presse/etudes-et-resultats/en-2024-la-reforme-du-minimum-contributif"">En
2024, la réforme du minimum contributif augmente la pension de 185 000 nouveaux
retraités | Direction de la recherche, des études, de l'évaluation et des
statistiques (solidarites-sante.gouv.fr)</a><o:p></o:p></p>";;Datavisualisations;;;fr;fr;;2024-03-25T10:10:09+00:00;False;False;2024-03-25T10:11:25+00:00;2024-03-25T10:31:17.679000+00:00;;False;;;;;;49;;;;;;;False;sgsocialgouv;;;;;;;;;;graph-er-1297
[PANORAMA STATISTIQUE] : Toutes thématiques;"<p><span style=""font-family: inherit; font-size: 0.875rem; font-weight: bolder;""><span style=""font-size: 10.5pt; font-family: Helvetica, sans-serif; color: rgb(51, 51, 51);"">Le panorama statistique « Cohésion sociale, Travail, Emploi »</span></span><span style=""font-size: 9.5pt; font-family: Helvetica, sans-serif; color: rgb(51, 51, 51);""> </span><span style=""font-size: 10.5pt; font-family: Helvetica, sans-serif; color: rgb(51, 51, 51);"">présente des données départementales et régionales homogènes sur la démographie, la pauvreté, la précarité et l’exclusion, le handicap et la dépendance, le logement et l’hébergement, la jeunesse, l’enfance et la protection de l'enfance, la délivrance de certains diplômes (professions sociales), les jeunes ni en études, ni en emploi, ni en formation (NEET), l'emploi des séniors, le cumul emploi-retraite.</span></p>";Système de protection sociale;;;;fr;fr;;2025-07-11T12:40:19+00:00;False;False;2025-07-11T12:42:29+00:00;2025-09-29T08:33:10.637000+00:00;;False;;;;;;0;;;;;;;False;sgsocialgouv;;;;;;;;;;panorama-statistique-toutes-thematiques
